NOTE,Moy_degradation
4.594484450386089,0.606137414747468
2.5826790834798787,0.6099142385309825
4.666076516836924,0.5350890764696958
6.0243731840985815,0.48565290986378895
2.064639716379536,0.8453788021305731
1.6157009280195722,0.7046861925547498
0.04448995802876943,0.8742700325205599
4.213480281676061,0.714550584975955
5.13001134564428,0.42060356416025535
9.415796496449266,0.019776814982410906
2.113945830811692,0.9027411372147616
3.870208483212471,0.7838308261565451
8.853110453020488,0.05907199791212925
8.297558784831645,0.11857103955573312
5.870301099876922,0.34687967062118874
8.457128983018112,0.31359989388653253
3.2836808743849355,0.7826428612573155
7.799430402174176,0.03474378246850418
7.864336470844214,0.4315693793692341
6.481288148778722,0.49928424641928737
1.075070344613439,1.0
2.615052312891246,0.8201281796523963
6.380096076647741,0.47992263935617285
7.607306425306401,0.2609872145822145
6.985871033632658,0.367718076451397
1.4590936032391832,0.8552624067457996
1.21711913023677,0.8402612733508827
6.881625830877591,0.3689159153386167
0.8956592942114272,0.6884916461942276
5.806531160060605,0.5798023139087292
2.763835624087423,0.48846970203330276
7.603914958869914,0.19140360203229745
0.16976179778453115,0.9753014342469944
9.020537612327383,0.179027113345273
2.31713586814694,0.7776969321008538
6.357830427602967,0.4724450366060482
2.204081914741648,0.8977971275485425
8.415100626532372,0.0919569262169111
3.0574557813098604,0.8474774489691671
8.508230266705231,0.127041342563321
7.326144964024697,0.17435141372758234
2.4816295876409034,0.5383517868329397
5.865952360399857,0.4299566586653025
2.8069178423567323,0.7091926056610416
3.286064173070531,0.6512645409841269
4.6415429154499,0.4692051593387119
6.257647874336075,0.4750547073987291
6.3394773784282314,0.2887801547963226
5.698306541545329,0.45741621330090876
1.2816313368323462,0.6694387491917582
8.363479326943919,0.3571771795262747
8.63911656450343,0.06471263418266271
3.7475833411906514,0.5319970806281139
9.337034068663383,0.0
7.751174188837929,0.3522280344751826
8.396451617251909,0.1540596073935847
2.871656978129089,0.8826250299688797
6.540758074442863,0.37340726372313104
2.526736577465524,0.8064446514060831
4.588285588593796,0.46546306609374255
5.210456175752942,0.5432316780974091
2.288832748162105,0.7372906205608166
6.16294987540714,0.3903615338596611
6.915517938176988,0.39541062410654093
0.9410914402500481,0.8224819900432666
4.2458601981479305,0.5052690455192133
4.915669584334239,0.5435500658263293
1.7876497124644253,0.7966413562149348
8.205276081165279,0.07788474775410825
2.750004386261459,0.660185077614755
7.159731412396139,0.3966345527471591
7.729813742905215,0.15869964417978344
5.419628011066288,0.5150863649456062
7.144925056461194,0.4777475695596183
8.545350497819427,0.07886136315410897
4.475310508893814,0.45785161460894075
9.499611540590175,0.06033019775168891
6.08038135571356,0.4186250896336665
0.9738504158793715,0.7862737301355522
1.9791447373387872,0.7248518772675295
6.094292512480277,0.4224091437479248
3.626151964892894,0.6876318710497129
6.749042688072546,0.14036017289367186
3.20813309784846,0.7984957727341373
0.16029699912393447,1.0
4.514664391428973,0.6944930205488643
5.941231494931932,0.4660999682737671
4.606374068105497,0.36057558712434257
9.752883313332232,0.07587844595348303
3.067846336969089,0.41841187424490034
8.947816763929971,0.07178895203563607
1.1910104692256906,0.9735529149787507
8.637141534860495,0.2720882912951227
2.7777653654055645,0.7190775057357426
7.36986839931241,0.4302959305516265
4.4539533625817205,0.5999284204444332
6.958801288284066,0.09235906535769978
7.8587999099357955,0.21167146789671942
9.996764856912769,0.024180541346108475
6.3449166094046285,0.3105680426812013
1.8253341599152995,0.7976057854519282
5.902908316744706,0.46751911673202773
5.884024382789916,0.35578243952296496
6.585982626745356,0.39754597538253944
3.6108545649726587,0.7000731500831388
1.1201210386919425,0.7704457831398877
5.697749094134278,0.392701127376313
5.3390063908862375,0.4347085809108857
3.20548081639107,0.6989404430068131
1.9911887097142456,0.5889634345290148
5.929238695975388,0.6100832623271253
0.19090458278548827,0.7380172493139157
0.4035632824181967,1.0
4.733728652101194,0.4722559839780853
0.25444700772128015,0.8833041543187996
9.743560844103419,0.055984859781088914
7.800852992845746,0.3448865967704494
4.651163870428773,0.49070933974841513
1.2213650097200157,0.9469711744728585
5.594178833799445,0.4630745367740001
1.7666618523203281,0.8411310636840289
0.3082880172490199,0.7514769598004214
8.391000649301763,0.1757085272467389
9.169157823264882,0.030895079924607716
7.123555586875955,0.4067302645105153
8.714822334812066,0.12534952703238744
9.67864427255761,0.0
4.080881322033919,0.6650957128612893
1.7402588217946091,0.9924794003376064
5.875655105539723,0.37020929417487414
9.87915761168059,0.0
8.154546129477637,0.17861318052129804
6.591466245609655,0.3329352547206368
7.084804261614473,0.32710113042752487
9.579584768616712,0.07227611637641418
0.2084734875667471,1.0
0.3684963427203769,0.9518685373056182
8.613778714598936,0.23894242519198783
1.0983032043541852,0.9367231115263169
0.5628428520855344,0.8657357260982148
1.2714443360775673,0.7218438426943901
5.300882109073591,0.4955951223658379
4.7312714258783455,0.40373162124636974
1.3622123029788336,0.7036824484210618
3.758956413422788,0.6220073593089658
8.469422551827407,0.08778465963578463
8.389028281326903,0.20484698414054892
3.727234514105855,0.5863320040358719
8.05437683799514,0.11025385968893153
0.4841241078520053,1.0
3.7590795086486715,0.6201665457589887
0.29558448402141946,0.7613841394708925
7.611598247369585,0.1178902839752567
6.076177153710526,0.388168217823713
9.664120984603446,0.0
9.399875521778263,0.0831662911363853
3.8138457224628866,0.5379451951533416
9.832026776903056,0.0
3.6637360538575967,0.7646329541574082
7.9812582973419826,0.0
6.410431687417285,0.26493197695788917
4.077950479971571,0.5042053453630374
9.449385961263255,0.0
8.583978180535311,0.0594831116395097
8.340247478152444,0.14759204214976496
2.2018184332094517,0.8647395148706656
2.4988806340906624,0.8318352780116192
8.857823300942632,0.0
9.384453896438734,0.10084185179778427
6.18541628428474,0.5781862461905558
1.1910065598049058,0.8959656550673529
9.059885378648588,0.0
6.142280959494615,0.32686748469914717
6.753323344547243,0.3371470456730864
4.946334387873147,0.6109429037894218
4.044560404712595,0.604447655145388
4.391691995836629,0.3570455494860012
6.720102870192857,0.38347094256497094
7.648925179491329,0.26664883706458054
1.950074577354054,0.7652997544129279
0.5724149208213081,1.0
4.705311813995438,0.348059799164117
7.257585348572759,0.24161508183244917
1.5082685954197883,0.9116101057674888
5.972013132864731,0.28461979646395885
0.6206860075385012,1.0
6.800742269934336,0.26172828183884456
9.858580702239415,0.0
3.012593657830408,0.8057582520730826
6.523062425089647,0.3416693031141439
3.6136907890311654,0.7269285550221081
5.939287881037095,0.36313847252655207
9.78620495985991,0.1622146486343281
2.0177781828066568,0.9726098066165362
6.803550937862627,0.3229088271868217
0.703449344689423,0.9055279762538726
6.231229834287319,0.36098358086813387
2.8810188723141197,0.6988083234868386
8.243646349602587,0.294937709924749
5.5369284589925645,0.331224315292183
1.4972231525116309,0.802107939709832
9.332282078680423,0.22877580582848223
0.6540792853071009,1.0
9.52631100193831,0.10944822739219673
1.140659334994133,0.7361631699428548
4.626686605045233,0.39367702421816886
9.709920276924056,0.0
4.766559540921113,0.4669402795919695
4.7506449108917845,0.4658841171724465
5.3091888349080225,0.3512186398993
4.485019209607475,0.5229050125833469
9.944803113718285,0.0
7.631796108339831,0.19056647532972948
4.829986476505262,0.39925776150089654
0.4157617003025771,0.8329331722372437
7.980665262791375,0.19854622211601058
9.816245079851178,0.0
4.916083964689082,0.5207016564683533
0.08104576968778754,1.0
8.839093840077535,0.06654519551865301
3.091469406034786,0.8829328437917255
6.00211304971939,0.5455158171481523
6.267274733070083,0.43121702720169697
6.673402064690292,0.32736419772112413
8.108657531274016,0.2116802249794928
7.97361423194692,0.10926828838261948
9.063643690829572,0.2270792015649844
2.8228706657984604,0.6426055014830124
5.6559850617815375,0.46120573169689316
2.6666389821230063,0.7676400048815974
4.929784565388545,0.470145920290441
9.892699212564505,0.0
8.608757182358621,0.19623378253156454
8.913087173882477,0.0
